Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Universe
10622,Organ Grinder ,Secret,Bad,Green,Black,Male,Yes,2,"2011, January",DC
10623,Sal Buscema ,Public,Bad,Brown,Black,Male,Yes,1,"1977, January",Marvel
10624,Barbara Robb ,Secret,Bad,Green,Red,Female,Yes,7,"1978, December",Marvel
10625,Jaculi I ,Secret,Bad,Brown,Black,Male,No,4,"1987, May",DC
10626,Izanagi-No-Mikoto ,Secret,Good,Brown,Black,Male,Yes,7,"1980, October",Marvel
10627,Mrs. Costanza ,Non-dual,Neutral,Blue,Red,Female,No,1,"2004, July",Marvel
10628,Jat Vor-Thrul ,Secret,Good,Blue,Bald,Male,Yes,13,"2009, March",Marvel
10629,Leon Nunez ,Secret,Neutral,Blue,Black,Male,Yes,7,"2008, June",Marvel
10630,Patten ,Public,Good,Black,Black,Male,Yes,1,"1963, December",Marvel
10631,Harkort ,Secret,Good,Blue,Blond,Unknown,Yes,3,"1995, February",Marvel
10632,Robert ,Secret,Good,Yellow,No,Male,Yes,1,"2003, January",Marvel
10633,Jeannie Kerr ,Public,Good,Blue,Blond,Female,No,3,1988,DC
10634,Morax ,Secret,Bad,Black,Brown,Male,Yes,4,"1990, July",DC
10635,Marx ,Public,Good,Brown,Blond,Male,Yes,15,"1981, August",Marvel
10636,John Cassidy ,Secret,Bad,Yellow,White,Male,No,7,"2006, July",DC
10637,Luz Delgado ,Public,Neutral,White,Brown,Female,No,5,"1990, December",Marvel
10638,Heyatt ,Non-dual,Good,White,Black,Male,No,1,"1984, July",Marvel
10639,Imei Chang ,Public,Good,Brown,Black,Female,No,21,"1988, August",Marvel
10640,Bounty Hunter ,Non-dual,Bad,Red,Brown,Male,Yes,1,"1985, July",Marvel
10641,Wolfgang Teppel ,Public,Bad,Black,Brown,Male,No,1,"1989, October",DC
10642,James Burley ,Secret,Neutral,Blue,Black,Male,Yes,7,"1992, September",Marvel
10643,Marty Mallen ,Public,Bad,Black,Black,Male,Yes,1,"1953, April",Marvel
10644,Unum ,Secret,Bad,White,Black,Female,Yes,2,"2009, February",Marvel
10645,Malagigi ,Public,Good,Blue,White,Male,Yes,5,"1981, October",DC
10646,Dzyan ,Non-dual,Bad,Blue,Blond,Unknown,Yes,1,"2007, January",Marvel
10647,Paul Allen ,Public,Bad,Brown,Black,Male,No,5,"1971, October",Marvel
10648,Grigar ,Secret,Bad,Green,Brown,Male,Yes,9,"1974, April",Marvel
10649,Shatterfist II ,Secret,Bad,Multiple,Black,Male,Yes,12,"1994, May",DC
10650,Slushh ,Public,Bad,Red,Red,Male,Yes,31,"2007, August",DC
10651,Centarius ,Public,Bad,Brown,Brown,Male,Yes,2,"1975, October",Marvel
10652,Jason Powell ,Public,Neutral,White,Blond,Male,Yes,47,"1991, March",Marvel
10653,Securitron,Secret,Bad,Yellow,Blond,Unknown,Yes,2,"1977, February",Marvel
10654,Barry Witherspoon ,Non-dual,Bad,Green,Blond,Unknown,Yes,1,"1980, April",Marvel
10655,Barbara Bannister ,Public,Good,Blue,Red,Female,Yes,5,"1980, July",Marvel
10656,Paco Ramone ,Public,Good,Brown,Brown,Male,No,60,"1984, October",DC
10657,Mickey Tork ,Public,Good,White,Variable,Male,No,3,"2001, August",Marvel
10658,Tin ,Public,Good,Red,No,Unknown,Yes,1,"2006, June",Marvel
10659,Catwoman III ,Secret,Neutral,Blue,Black,Female,Yes,5,"2010, September",DC
10660,Ghilaron ,Secret,Bad,Green,Grey,Male,No,3,"1977, November",Marvel
10661,Bezial ,Secret,Bad,White,No,Male,Yes,2,"1993, August",Marvel
10662,Roger Norvell ,Secret,Good,Blue,Red,Male,Yes,28,"1978, July",Marvel
10663,Wanda Wayland ,Public,Bad,Brown,Blond,Female,Yes,30,"1982, June",DC
10664,Paul Patterson ,Public,Bad,Blue,Bald,Male,Yes,7,"2005, January",Marvel
10665,Baron von Blimp ,Secret,Bad,Red,Black,Male,Yes,3,"1983, July",Marvel
10666,Micah Flint ,Secret,Bad,White,Black,Male,Yes,9,"1997, March",DC
10667,Marco San Antonio ,Secret,Good,Green,Brown,Male,Yes,1,"1996, April",Marvel
10668,Val Ventura ,Secret,Good,Brown,Brown,Male,Yes,34,"1989, July",Marvel
10669,Rojas ,Non-dual,Neutral,Brown,Black,Female,No,3,"2004, February",Marvel
10670,Fialan ,Public,Bad,Green,Bald,Male,Yes,2,"1972, February",Marvel
10671,Arthur Bigelow ,Secret,Bad,Blue,Black,Male,Yes,5,"1989, February",Marvel
10672,Gisa ,Public,Good,Brown,Brown,Female,Yes,1,"1989, June",DC
10673,Sro-Himm ,Secret,Bad,Brown,Bald,Male,Yes,4,"1975, March",Marvel
10674,Jennifer Myers ,Public,Neutral,Blue,Blond,Female,Yes,1,"2011, July",DC
10675,Graczia ,Non-dual,Bad,Red,Black,Female,No,1,"1993, March",Marvel
10676,Nathaniel Essex ,Secret,Bad,Red,Black,Male,Yes,155,"1987, September",Marvel
10677,Aelfric ,Secret,Bad,Blue,No,Male,No,4,"1973, January",Marvel
10678,Zakaius ,Secret,Bad,Brown,Black,Male,Yes,4,"1994, December",Marvel
10679,N-Emy ,Secret,Bad,Black,Blue,Male,No,1,"2009, August",DC
10680,Patsy Dragonsworth ,Non-dual,Good,Brown,Black,Female,No,2,"1976, November",Marvel
10681,Bloc ,Public,Bad,Blue,Blond,Male,Yes,1,"2002, October",Marvel
10682,Thomas Maximoff ,Public,Good,Blue,Auburn,Male,No,21,"1986, September",Marvel
10683,Otmu ,Secret,Neutral,Brown,No,Male,Yes,1,"1990, October",Marvel
10684,Oshun ,Secret,Good,Photocellular,White,Female,Yes,4,"2005, October",Marvel
10685,Jennifer Kale ,Secret,Good,Blue,Blond,Female,No,65,"1972, December",Marvel
10686,Maya Benjamin ,Public,Neutral,Green,Brown,Female,Yes,1,"2011, August",Marvel
10687,Gemma Masters ,Public,Neutral,Brown,Black,Female,Yes,7,"1988, April",DC
10688,Nathaniel Richards ,Secret,Bad,Blue,Black,Male,Yes,4,"1996, December",Marvel
10689,Shades ,Secret,Neutral,Brown,Bald,Male,No,10,"1972, June",Marvel
10690,Esh-uta ,Public,Good,White,Bald,Unknown,Yes,1,"1996, February",Marvel
10691,Yahweh ,Non-dual,Neutral,Variable,Variable,Male,Yes,3,"1980, October",Marvel
10692,Trouble ,Public,Good,Black,White,Male,Yes,17,"1985, July",DC
10693,Caiman ,Secret,Bad,Yellow,No,Male,Yes,1,"1995, November",Marvel
10694,Wish-Demon ,Secret,Bad,Yellow,Black,Unknown,Yes,1,"1993, May",Marvel
10695,Chlorine ,Public,Bad,Blue,No,Unknown,Yes,1,"1997, September",Marvel
10696,Ellie Roberts ,Public,Bad,Silver,Black,Female,Yes,14,"1972, April",Marvel
10697,Arsenal ,Secret,Bad,Blue,Purple,Male,Yes,1,"1981, September",DC
10698,Felix ,Secret,Good,Brown,No,Male,Yes,5,"1979, June",Marvel
10699,Sebastian Blood IX ,Secret,Bad,Red,White,Male,No,12,"2004, January",DC
10700,La Salamanca ,Secret,Good,Brown,Black,Female,Yes,5,"2000, September",DC
10701,Catholic Girl ,Secret,Good,White,Blond,Female,Yes,9,"1994, June",DC
10702,Shuriken ,Public,Bad,Blue,Grey,Unknown,Yes,2,"1984, June",DC
10703,Charles Graham ,Public,Good,Brown,Brown,Male,Yes,3,"2003, October",DC
10704,Hammer II ,Secret,Good,Blue,Brown,Male,Yes,3,"2010, December",DC
10705,Matt Ballors ,Public,Bad,Brown,Black,Male,Yes,1,"1994, June",Marvel
10706,Ramon Dantas ,Public,Bad,Blue,Brown,Male,Yes,4,"1966, October",Marvel
10707,Lawrence Jordan ,Secret,Neutral,Brown,Brown,Male,No,100,"1942, February",DC
10708,All-Beard ,Secret,Bad,Brown,Grey,Male,No,2,"2005, May",DC
10709,Ivan ,Public,Good,White,No,Male,Yes,2,"1967, November",Marvel
10710,Abraham Lincoln ,Public,Good,Brown,Black,Male,Yes,23,"1950, September",DC
10711,Buddy Blank ,Public,Good,Black,White,Male,Yes,13,"1974, October",DC
10712,Emil Stein ,Secret,Bad,Black,Bald,Male,Yes,1,"1995, January",Marvel
10713,Dardan ,Public,Neutral,Brown,Brown,Male,Yes,9,"1995, August",DC
10714,Giuseppe Montesi ,Secret,Good,Brown,Blond,Male,Yes,2,"1974, May",Marvel
10715,Nuadhu ,Secret,Good,Blue,Grey,Male,Yes,5,"1980, October",Marvel
10716,George Reynolds ,Non-dual,Bad,Blue,Black,Male,Yes,1,"1945, September",Marvel
10717,Dyctinna ,Public,Good,Green,Black,Female,Yes,1,"1990, November",DC
10718,Donna Garth ,Public,Bad,Purple,Bald,Female,Yes,8,"1953, July",Marvel
10719,Reginald Tork ,Public,Bad,Yellow,Black,Male,Yes,3,"1993, November",Marvel
10720,Theodore Knight ,Secret,Good,Brown,Brown,Male,No,356,"1941, April",DC
10721,Herman Zemo ,Public,Bad,Blue,Brown,Male,No,2,"2007, June",Marvel
10722,Shem ,Public,Good,Blue,Red,Male,Yes,1,"1987, August",Marvel
10723,Otto Octavius ,Secret,Neutral,Hazel,Brown,Male,No,526,"1963, July",Marvel
10724,Ernst ,Secret,Good,White,Grey,Female,Yes,38,"2003, February",Marvel
10725,Cessily Kincaid ,Secret,Good,Silver,Red,Female,Yes,143,"2003, August",Marvel
10726,Red Dart ,Secret,Bad,Brown,Red,Male,Yes,1,"1999, October",DC
10727,Eddie ,Public,Neutral,Black,Brown,Male,Yes,1,"1988, March",Marvel
10728,Mary Walker ,Secret,Bad,Brown,Brown,Female,Yes,111,"1988, May",Marvel
10729,Boudica Gorman ,Secret,Bad,Blue,Black,Female,Yes,2,"1996, July",Marvel
10730,Lucifer ,Secret,Bad,Red,Black,Male,No,1,"1986, December",DC
10731,Revenant ,Secret,Good,Green,Brown,Male,Yes,3,"2008, May",DC
10732,Franklin Delano Roosevelt ,Public,Good,Brown,Grey,Male,Yes,52,"1936, March",DC
10733,Jacob Wallaby ,Secret,Neutral,Photocellular,Brown,Male,Yes,2,"1978, January",Marvel
10734,Terry Bollea ,Public,Neutral,Blue,Blond,Male,Yes,2,"1988, February",Marvel
10735,Max Kelvin ,Secret,Neutral,Brown,Brown,Male,Yes,1,"2013, February",Marvel
10736,William von Hammer ,Public,Good,Blue,Blond,Male,Yes,1,"2009, August",DC
10737,Postman ,Secret,Bad,Red,Black,Male,Yes,6,"2002, June",Marvel
10738,Rebecca Nales ,Public,Good,Brown,Black,Female,Yes,23,"1988, April",Marvel
10739,Fireball II ,Secret,Bad,Brown,Brown,Male,Yes,2,"2006, October",DC
10740,Viktor Aleksandr Vikady ,Secret,Good,Black,Blond,Male,No,6,"1994, September",Marvel
10741,Alexandra Draguno ,Secret,Neutral,Green,Red,Female,Yes,3,"2013, January",Marvel
10742,Bizarro Batman ,Secret,Neutral,Blue,Blond,Male,Yes,2,"2007, November",DC
10743,Jeramey Chriqui ,Public,Good,Brown,Brown,Male,Yes,6,"2011, August",DC
10744,Robert Strong ,Public,Good,Blue,Red,Male,Yes,7,"1940, April",Marvel
10745,Robert Chalmers ,Non-dual,Bad,Brown,Brown,Male,Yes,9,"1969, June",Marvel
10746,Strangler ,Secret,Bad,Green,Black,Male,No,1,"1941, October",Marvel
10747,Roscoe Dillon ,Secret,Bad,Blue,Brown,Male,No,58,"1961, August",DC
10748,Doctor Pow ,Public,Neutral,Purple,Black,Male,Yes,1,"2002, July",Marvel
10749,Lieutenant Colonel Pinkerton ,Public,Good,Grey,Black,Male,Yes,1,"1965, October",Marvel
10750,Rex Randolph ,Secret,Neutral,Green,Blond,Male,Yes,5,"1989, May",Marvel
10751,Hub ,Secret,Good,Brown,Black,Female,Yes,13,"2004, July",Marvel
10752,Herr Wolf ,Public,Bad,Brown,White,Male,Yes,1,"1943, September",Marvel
10753,Tuk ,Public,Good,Blue,Red,Male,Yes,6,"1941, March",Marvel
10754,Rama Kaliph ,Non-dual,Neutral,Brown,Grey,Male,Yes,10,"1965, September",Marvel
10755,Kenneth Sjolin ,Secret,Neutral,Brown,Red,Male,No,1,"1993, June",Marvel
10756,Shadowcaster ,Secret,Bad,Red,No,Male,Yes,2,"1999, November",Marvel
10757,Sserpa ,Public,Good,Blue,Grey,Male,No,7,"1996, February",DC
10758,Elyse Nelson ,Secret,Bad,Blue,Blond,Female,Yes,1,"1988, April",Marvel
10759,Stu Cicero ,Public,Good,Red,Blue,Male,Yes,9,"2005, April",Marvel
10760,William Everett III ,Secret,Good,Brown,Black,Male,No,39,"1994, March",DC
10761,Alex Lipton ,Public,Neutral,Red,Black,Male,No,1,"1991, January",Marvel
10762,Gunther Hardwicke ,Secret,Bad,Brown,Black,Male,Yes,9,"1958, March",DC
10763,Agent of 1000 Faces ,Secret,Bad,Yellow,Black,Male,Yes,6,"1968, September",Marvel
10764,Juan-Carlos Sanchez ,Secret,Bad,Hazel,Black,Male,Yes,4,"2006, May",Marvel
10765,Nell Hardy ,Public,Good,Brown,Brown,Female,No,1,"2006, June",Marvel
10766,Rama Khan ,Secret,Neutral,Brown,Black,Male,No,8,"2002, March",DC
10767,Willis Danko ,Public,Bad,Black,Red,Male,No,3,1995,DC
10768,Phlish ,Public,Good,White,Black,Unknown,No,2,"2013, April",Marvel
10769,Great Varda ,Public,Bad,Red,Brown,Male,No,1,"1943, July",Marvel
10770,Kylor ,Public,Bad,Red,No,Male,Yes,7,"1987, October",Marvel
10771,Thomas Wayne ,Public,Good,Brown,Brown,Male,No,142,"1987, February",DC
10772,Zalph ,Public,Neutral,Blue,Brown,Male,Yes,1,"1989, September",Marvel
10773,Ash-Pak-Glif ,Public,Good,Blue,Blond,Male,Yes,10,"2000, August",DC
10774,Zuchan ,Non-dual,Good,Black,Black,Female,No,1,"1994, September",Marvel
10775,Dogwelder ,Secret,Good,Orange,Brown,Male,No,7,"1997, September",DC
10776,Peter Brown ,Non-dual,Good,Black,White,Male,Yes,1,"2013, March",Marvel
10777,Visimajoris ,Public,Bad,Blue,Black,Unknown,Yes,2,"1977, August",Marvel
10778,Sonia Sato ,Secret,Good,Blue,Black,Female,Yes,67,"2007, January",DC
10779,Vulcanus ,Secret,Bad,Brown,Grey,Male,No,4,"1984, October",DC
10780,Simon LaGrange ,Public,Bad,Green,Bald,Male,Yes,1,"1987, May",Marvel
10781,St. John Allerdyce ,Secret,Neutral,Blue,Blond,Male,Yes,108,"1981, January",Marvel
10782,Fireworks ,Public,Good,Green,Blond,Female,Yes,2,"1999, July",DC
10783,Scylla ,Secret,Good,Blue,Brown,Female,No,4,"1994, March",DC
10784,Carlos Cortez ,Public,Good,Blue,Black,Male,Yes,3,"1970, August",Marvel
10785,Darla Aquista ,Secret,Good,Blue,Black,Female,Yes,33,"2004, February",DC
10786,Senior Revuelta ,Public,Bad,White,Black,Male,Yes,1,"1942, March",Marvel
10787,Victor Mancha ,Non-dual,Good,Green,Brown,Male,Yes,74,"2005, April",Marvel
10788,Andrea Roarke ,Secret,Bad,Variable,Blond,Female,Yes,24,"1996, July",Marvel
10789,Torbert Octavius ,Non-dual,Bad,Brown,Brown,Male,No,15,"1993, November",Marvel
10790,Red Feather III ,Secret,Good,Brown,Black,Male,Yes,3,"2012, November",Marvel
10791,Joshua Link ,Secret,Bad,Blue,White,Male,No,15,"1970, January",Marvel
10792,Gregor ,Secret,Bad,Brown,Brown,Male,Yes,1,"1994, October",Marvel
10793,Aleea Strange ,Public,Good,Blue,Blond,Female,Yes,38,"1990, May",DC
10794,Raymond Trask ,Public,Bad,Brown,Brown,Male,Yes,4,"1989, November",Marvel
10795,Carlton LaFroyge ,Secret,Bad,Brown,Brown,Male,Yes,39,"1993, May",Marvel
10796,Az-Rel ,Public,Bad,Blue,Brown,Male,Yes,4,"2009, July",DC
10797,Melinda Pressman ,Non-dual,Bad,Blue,Brown,Female,Yes,1,"1997, August",Marvel
10798,Procne ,Public,Bad,Brown,White,Female,Yes,1,"1991, December",DC
10799,William Clinton ,Public,Good,Blue,Grey,Male,Yes,27,"1993, February",DC
10800,Ferenc Aldebaran ,Public,Bad,Blue,Black,Male,Yes,1,"1962, April",DC
10801,Apocalypse ,Secret,Bad,Brown,Brown,Unknown,No,2,"1974, October",Marvel
10802,Thomas Halloway ,Public,Good,Brown,White,Male,Yes,135,"1939, October",Marvel
10803,Don Remming ,Secret,Neutral,Grey,Black,Male,Yes,3,"1985, November",Marvel
10804,Eudia ,Secret,Good,Blue,Blond,Female,Yes,4,"1997, May",DC
10805,Doctor Kurarkill ,Secret,Bad,Blue,White,Female,No,1,"1975, October",Marvel
10806,Kalibak ,Public,Bad,Red,Black,Male,No,82,"1971, March",DC
10807,Emily Preston ,Non-dual,Good,Brown,Bald,Genderless,Yes,28,"2013, January",Marvel
10808,Hulk ,Public,Bad,Brown,Black,Unknown,Yes,1,"1979, August",Marvel
10809,Arianna Jankos ,Secret,Bad,Red,Red,Female,Yes,2,"1991, August",Marvel
10810,Dragonwing ,Secret,Bad,White,Blond,Male,Yes,2,"1999, July",Marvel
10811,Kanis-Biz ,Public,Bad,Brown,Brown,Male,No,3,"1989, June",DC
10812,Qwerty ,Secret,Neutral,Brown,No,Female,No,1,"2007, November",Marvel
10813,George Mulford ,Public,Bad,Grey,Black,Male,No,1,"1944, December",Marvel
10814,Rex Leech ,Public,Neutral,Hazel,Brown,Male,Yes,51,"1993, February",DC
10815,Bartolome ,Public,Bad,Blue,Black,Male,Yes,1,"1976, February",Marvel
10816,Myrrt ,Secret,Bad,Black,Brown,Male,No,4,"2006, August",DC
10817,Jocasta of Themyscira ,Secret,Good,Brown,Black,Female,Yes,1,"1994, September",DC
10818,Gamora ,Non-dual,Neutral,Yellow,Black,Female,Yes,218,"1975, June",Marvel
10819,Stanley Baumgarten ,Secret,Bad,White,Black,Male,Yes,3,"2005, April",DC
10820,John Wraith ,Non-dual,Neutral,Brown,Bald,Male,No,18,"1992, September",Marvel
10821,Ssrov ,Public,Bad,Green,No,Male,Yes,1,"2008, October",Marvel
10822,Cletus Hondo ,Secret,Bad,Brown,Blond,Male,Yes,1,"1964, March",Marvel
10823,Abe Crane ,Secret,Good,Brown,Black,Male,Yes,1,"1988, December",DC
10824,John Harrington ,Public,Bad,Black,Black,Male,Yes,1,"1949, June",Marvel
10825,Token ,Secret,Bad,Blue,Brown,Unknown,Yes,5,"1995, October",Marvel
10826,Dragoon ,Secret,Good,Red,Grey,Male,No,4,"2012, July",Marvel
10827,Patrick MacGuire I ,Public,Good,Brown,Red,Male,Yes,56,"1942, April",DC
10828,Zyklon ,Secret,Bad,Black,Brown,Male,Yes,3,"1985, May",DC
10829,Herbert Cholmondeley ,Public,Bad,Blue,Black,Male,Yes,1,"1968, August",Marvel
10830,Chikeko Tomomatsu ,Secret,Good,Black,Black,Female,Yes,5,"2013, May",Marvel
10831,Benjamin Loufitz ,Non-dual,Bad,Brown,Brown,Male,No,1,"1945, March",Marvel
10832,Scrounger ,Secret,Neutral,Black,Black,Male,Yes,4,"1976, July",Marvel
10833,Cronus ,Public,Bad,Brown,White,Male,Yes,8,"2008, June",Marvel
10834,Spellbinder II ,Secret,Bad,Brown,Blond,Male,Yes,2,"1994, June",DC
10835,Toothgnasher ,Non-dual,Good,Brown,White,Male,Yes,28,"1976, September",Marvel
10836,Three of Spades III ,Non-dual,Bad,Blue,Black,Male,No,1,"2009, October",DC
10837,Melgorno ,Secret,Bad,Blue,White,Unknown,Yes,1,"2010, February",Marvel
10838,Biotron ,Non-dual,Good,Green,Red,Male,Yes,59,"1979, January",Marvel
10839,Eugene Patilio ,Secret,Good,Brown,Red,Male,Yes,26,"1982, September",Marvel
10840,Jake Jensen ,Public,Good,Brown,Black,Male,No,8,"1972, May",Marvel
10841,Tom\u00e1s Ram\u00edrez ,Secret,Bad,Brown,Bald,Male,Yes,9,"1982, September",Marvel
10842,Iprah ,Non-dual,Neutral,Blue,Blond,Female,No,2,"2002, June",Marvel
10843,Dogma ,Secret,Bad,White,No,Male,Yes,3,"2002, August",Marvel
10844,Craig Farnsworth ,Public,Neutral,Black,Black,Male,Yes,5,"1956, December",Marvel
10845,Genis-Vell ,Public,Good,Blue,Blond,Male,No,147,"1993, October",Marvel
10846,Darren Jones ,Public,Bad,Blue,Black,Male,Yes,2,"1990, August",DC
10847,Rock Monster Guardian ,Secret,Neutral,Red,Black,Unknown,Yes,4,"1961, November",Marvel
10848,Susan Storm ,Secret,Bad,Green,Blond,Male,No,5,"2008, June",Marvel
10849,Foreigner ,Non-dual,Bad,Brown,Black,Male,Yes,35,"1986, June",Marvel
10850,Blunt ,Secret,Bad,Green,Brown,Male,Yes,5,"2000, November",Marvel
10851,Thwarcharchura ,Public,Bad,Brown,Brown,Female,Yes,1,1992,DC
10852,Tin ,Secret,Good,Photocellular,Black,Male,Yes,155,"1962, April",DC
10853,Volunteer ,Public,Bad,Black,Blond,Male,Yes,2,"1989, October",DC
10854,Gavin Grant ,Public,Bad,Yellow,No,Male,Yes,5,"1985, November",Marvel
10855,Xak ,Non-dual,Neutral,Yellow,No,Unknown,Yes,1,"1991, July",Marvel
10856,Sylvan Scofield ,Secret,Bad,Brown,Brown,Female,Yes,4,"2000, October",DC
10857,Pierrot Lunaire ,Secret,Bad,Red,Blond,Male,Yes,5,"2008, June",DC
10858,Doctor Manyac ,Public,Bad,Green,Bald,Male,No,2,"1940, February",Marvel
10859,Maire Granger ,Public,Good,White,Grey,Female,Yes,9,"1989, February",DC
10860,Eve Donner ,Public,Good,Brown,Black,Female,Yes,11,"1972, July",DC
10861,Vanessa Fisk ,Non-dual,Neutral,Blue,Black,Female,No,46,"1969, March",Marvel
10862,Samuel Griggs ,Non-dual,Good,Black,Black,Male,Yes,6,"2001, September",Marvel
10863,Gong Gong Impostor ,Unknown,Neutral,White,White,Male,Yes,1,"2010, January",DC
10864,Allen Barr ,Non-dual,Bad,Brown,Blond,Male,Yes,1,"1983, February",DC
10865,Cobalt-Robot ,Public,Bad,Red,Blond,Unknown,Yes,2,"1967, July",Marvel
10866,Mister E ,Secret,Good,Blue,Black,Male,Yes,7,"1980, December",DC
10867,Emilee Freeman ,Public,Neutral,Brown,Black,Female,Yes,3,"2008, February",Marvel
10868,Jerry Brown ,Non-dual,Neutral,Brown,Grey,Male,Yes,3,"1976, October",Marvel
10869,Cameron Leonard ,Secret,Bad,White,Brown,Male,No,1,"1990, September",Marvel
10870,Sergei Kravinoff ,Public,Bad,Brown,Black,Male,No,188,"1964, August",Marvel
10871,Dennis Baintan ,Public,Good,Green,Black,Male,Yes,10,"1994, May",DC
10872,Charles Shaddock ,Non-dual,Bad,Black,Black,Male,Yes,6,"1992, November",Marvel
10873,Brock Jones ,Secret,Good,Blue,Blond,Male,No,35,"1975, October",Marvel
10874,Galenthias ,Public,Good,Green,Black,Female,Yes,3,"2011, January",DC
10875,Arnold Donovan ,Public,Bad,Grey,Black,Male,No,2,"1983, September",Marvel
10876,Paula Crane ,Non-dual,Bad,White,Grey,Female,Yes,2,"2011, March",Marvel
10877,Swordsman ,Secret,Bad,Blue,Black,Male,No,11,"1996, November",Marvel
10878,Phillip Coulson ,Non-dual,Good,Blue,Brown,Male,Yes,49,"2012, January",Marvel
10879,Amnon Silverstein ,Secret,Good,Grey,No,Male,Yes,9,"1994, January",DC
10880,Mari McCabe ,Secret,Good,Amber,Brown,Female,Yes,268,"1981, July",DC
10881,Dane Gavin ,Public,Neutral,Blue,Black,Male,Yes,1,"1974, November",Marvel
10882,Aelfyre Whitemane ,Secret,Good,Pink,White,Male,No,2,"1984, August",Marvel
10883,Karen Lee ,Secret,Bad,Blue,Black,Female,Yes,3,"1976, December",Marvel
10884,Chaos ,Public,Bad,Black,No,Male,Yes,3,"1979, March",Marvel
10885,Robert Brasman ,Secret,Bad,Black,Red,Male,Yes,1,"1993, June",Marvel
10886,Abwama ,Non-dual,Bad,Red,Black,Male,No,1,"1940, June",Marvel
10887,Gary Sellers ,Public,Good,Brown,Brown,Male,Yes,9,"1985, July",DC
10888,Harry Givens ,Public,Good,Red,Black,Male,Yes,11,"2007, August",Marvel
10889,Kenneth Harbinger ,Secret,Bad,Brown,White,Male,No,2,"1989, March",DC
10890,Nathan Howe ,Secret,Good,Blue,Brown,Male,Yes,14,"2005, July",DC
10891,Atalis ,Public,Bad,Brown,Bald,Male,Yes,3,"1973, September",Marvel
10892,Heather Glenn ,Non-dual,Good,Blue,Black,Female,No,62,"1975, October",Marvel
10893,Doctor Impossible ,Secret,Bad,Blue,Black,Male,Yes,11,"2006, October",DC
10894,El Condor ,Public,Good,Blue,Black,Unknown,No,1,"1995, August",Marvel
10895,Iceman ,Secret,Neutral,Red,Blond,Male,Yes,5,"2011, January",Marvel
10896,Blockhouse I ,Public,Bad,Blue,No,Unknown,Yes,1,"1988, March",DC
10897,Lan Dibbux ,Public,Good,Yellow,White,Male,Yes,2,"1993, December",DC
10898,David Kim ,Secret,Good,Brown,Black,Male,Yes,31,"1994, January",DC
10899,Ted Sparks ,Secret,Good,Blue,Blond,Male,Yes,1,"1948, July",Marvel
10900,Ronald Rankin ,Public,Neutral,Black,Grey,Male,No,1,"1966, April",Marvel
10901,Kalyx ,Public,Good,Green,Brown,Unknown,Yes,3,"2004, September",Marvel
10902,Lurker from Loch Ness ,Secret,Bad,Brown,Auburn,Unknown,No,11,"1977, July",Marvel
10903,Matriarch ,Secret,Bad,Blue,Brown,Female,Yes,22,"1975, February",Marvel
10904,Harlan Krueger ,Secret,Bad,Blue,Bald,Male,No,14,"1973, November",Marvel
10905,Peter Hayes ,Public,Bad,Brown,Brown,Male,Yes,5,"2010, August",DC
10906,Ikor ,Public,Neutral,Grey,White,Male,Yes,5,"1964, May",Marvel
10907,Lisa Jennings ,Secret,Good,White,Brown,Female,Yes,7,"2010, November",DC
10908,Gregori Kronski ,Secret,Neutral,White,Brown,Male,No,9,"1974, June",Marvel
10909,Robert Windhart ,Secret,Neutral,Blue,Brown,Male,Yes,2,"1989, May",Marvel
10910,Tiamut ,Secret,Neutral,Red,No,Male,Yes,35,"1977, December",Marvel
10911,Jacob Pollock ,Non-dual,Bad,White,Black,Male,Yes,4,"1976, September",Marvel
10912,Titano ,Public,Neutral,Brown,Brown,Male,No,5,"1987, August",DC
10913,Arachne ,Secret,Bad,Black,Black,Unknown,No,1,"1974, February",Marvel
10914,Ikthalon ,Secret,Bad,Green,No,Male,Yes,4,"1974, March",Marvel
10915,Arsenal ,Secret,Bad,Red,No,Unknown,Yes,13,"1978, September",Marvel
10916,Steele Fitzpatrick ,Secret,Neutral,Blue,Bald,Male,Yes,14,"1997, January",Marvel
10917,King Coal ,Secret,Bad,White,Bald,Male,Yes,1,"1993, June",Marvel
10918,Suzi Pazuzu ,Non-dual,Good,Silver,Black,Female,Yes,2,"2002, April",Marvel
10919,Royce Nero ,Secret,Bad,Blue,Grey,Male,Yes,1,"1988, July",Marvel
10920,Priscilla Dolly ,Non-dual,Bad,Brown,Brown,Female,Yes,9,"1978, June",Marvel
10921,Trogg ,Secret,Bad,Brown,Black,Male,Yes,20,"1993, January",DC
10922,Lawrence Trask ,Secret,Neutral,Brown,Brown,Male,No,14,"1969, June",Marvel
10923,Stephen Strange ,Public,Good,Grey,Black,Male,Yes,1307,"1963, July",Marvel
10924,Porcelain Doll ,Secret,Bad,Black,Black,Female,Yes,7,"2010, April",DC
10925,Phil Dexter ,Public,Good,Brown,Black,Male,Yes,5,"2004, November",Marvel
10926,Lucy Keough ,Public,Bad,Brown,Red,Female,Yes,3,"1990, October",Marvel
10927,Jane Doe ,Secret,Bad,Blue,Brown,Female,Yes,23,"2003, July",DC
10928,Rose Wilson ,Secret,Good,Blue,White,Female,Yes,158,"1992, October",DC
