Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Universe
5048,Larry Bodine ,Non-dual,Neutral,Blue,Brown,Male,No,1,"1986, November",Marvel
5049,Tawa ,Secret,Good,Brown,Black,Male,Yes,2,"1979, November",Marvel
5050,Arnold Kaminsky ,Public,Bad,Black,Black,Male,Yes,1,"1987, May",Marvel
5051,Woodrow Wilson ,Non-dual,Good,Black,White,Male,Yes,1,"1975, June",DC
5052,Mas y Menos ,Secret,Good,Black,Black,Male,Yes,4,"2006, September",DC
5053,Jess Harrison ,Secret,Neutral,Green,Green,Female,Yes,11,"1988, July",Marvel
5054,Carla Falcone ,Public,Bad,Blue,Blond,Female,No,6,"1996, December",DC
5055,Jorrsk ,Public,Good,White,Bald,Male,Yes,1,"2002, March",Marvel
5056,Razorhead ,Secret,Bad,Yellow,Black,Male,Yes,3,"2003, January",Marvel
5057,Rose Delany ,Public,Neutral,Green,Blond,Female,No,5,"2003, July",Marvel
5058,Bridget Warner ,Secret,Bad,Brown,Black,Female,Yes,1,"1999, November",Marvel
5059,Ira Quimby ,Public,Bad,Blue,Brown,Male,Yes,32,"1963, November",DC
5060,Mark Todd ,Secret,Good,Brown,Bald,Male,No,44,"1941, March",Marvel
5061,Jason Wyngarde ,Secret,Bad,Brown,Grey,Male,No,3,"2012, January",Marvel
5062,Chan Liuchow ,Public,Good,Blue,Black,Male,Yes,5,"1961, October",Marvel
5063,Kerwin Kronus ,Public,Good,Blue,Black,Male,Yes,2,"1976, October",Marvel
5064,Cleveden Forbes ,Public,Good,Brown,Black,Male,Yes,6,"1996, October",DC
5065,Carcass ,Public,Bad,Brown,Blond,Male,Yes,2,"1993, October",Marvel
5066,Ezili ,Public,Good,Blue,No,Female,Yes,1,"1990, May",Marvel
5067,Anna Ryker ,Public,Neutral,Blue,Black,Female,No,1,"2013, February",Marvel
5068,Harold Shapiro ,Public,Good,Blue,Red,Male,Yes,40,"1961, December",DC
5069,Warlock of Ys ,Public,Bad,Black,Brown,Male,Yes,11,"1966, January",DC
5070,Vandar Adg ,Public,Bad,Brown,Black,Male,Yes,188,"1943, December",DC
5071,Zephyrus Jones ,Public,Good,Green,Auburn,Male,Yes,4,"1940, February",Marvel
5072,Nakka ,Non-dual,Neutral,Red,Brown,Male,Yes,2,"1991, August",Marvel
5073,Gyrk ,Public,Bad,Red,Black,Male,Yes,1,"1987, September",Marvel
5074,Eric Williams ,Public,Bad,Blue,Grey,Male,Yes,92,"1968, May",Marvel
5075,Tim Harrison ,Public,Good,Brown,Brown,Male,No,3,"1984, January",Marvel
5076,Monsoon ,Secret,Bad,Brown,Black,Male,Yes,7,"1997, June",DC
5077,Styx ,Secret,Bad,Red,Bald,Male,Yes,5,"2011, July",Marvel
5078,Omar Khayam Rasch ,Public,Bad,Green,Black,Male,Yes,1,"1951, April",Marvel
5079,Hacohen ,Public,Good,Red,Black,Male,Yes,8,"1990, September",DC
5080,Michael Phillips ,Public,Neutral,Black,Blond,Male,Yes,9,"1988, April",Marvel
5081,Imogen ,Secret,Bad,Blue,Brown,Female,Yes,1,"1996, February",Marvel
5082,Mac ,Public,Bad,Blue,White,Male,Yes,3,"1966, July",Marvel
5083,Keerg ,Public,Neutral,Grey,Blond,Male,Yes,4,"1992, February",DC
5084,Taren ,Public,Good,Red,Red,Male,No,3,"1983, September",DC
5085,Charles Brown ,Secret,Bad,Brown,Brown,Male,No,12,"1960, August",DC
5086,Grace ,Secret,Good,Blue,Blue,Female,Yes,5,"1999, September",Marvel
5087,Belit ,Non-dual,Neutral,Blue,Red,Female,No,35,"1974, September",Marvel
5088,Avatar ,Public,Bad,Violet,Black,Male,No,2,"1992, March",Marvel
5089,Doctor Jorlstead ,Secret,Bad,White,White,Male,No,1,"1942, November",Marvel
5090,Ruriko Tsumura ,Secret,Bad,Red,Pink,Female,Yes,12,"1982, December",Marvel
5091,Dandre ,Secret,Good,Black,Brown,Male,Yes,3,"1996, November",Marvel
5092,Joshua Crown ,Secret,Bad,Brown,Black,Male,Yes,1,"1946, June",Marvel
5093,Aquarius ,Public,Bad,Green,Blond,Male,Yes,1,"1998, July",Marvel
5094,Darknight ,Secret,Good,Blue,Brown,Male,Yes,4,"2011, April",DC
5095,Carla ,Secret,Good,Blue,Black,Female,Yes,2,"2001, August",Marvel
5096,Siobhan McDougal ,Secret,Bad,White,White,Female,Yes,46,"1987, December",DC
5097,Emma Glenn ,Public,Good,Brown,Brown,Female,Yes,15,"2006, September",DC
5098,Jasper Angevine ,Public,Good,Black,Black,Male,Yes,3,"2006, March",Marvel
5099,Peter Ross ,Public,Good,Blue,Blond,Male,Yes,87,"1961, January",DC
5100,John Ryker ,Public,Good,Brown,Grey,Male,Yes,18,"2000, March",Marvel
5101,Mikel Fury ,Secret,Good,Blue,Brown,Male,No,17,"1989, August",Marvel
5102,Akiniko ,Public,Bad,Yellow,Black,Male,Yes,1,"1998, November",Marvel
5103,Wazira ,Non-dual,Good,Brown,Black,Male,Yes,1,"1980, June",Marvel
5104,Nun the Less ,Secret,Bad,Brown,Blond,Female,Yes,4,"2011, May",DC
5105,Uranium ,Secret,Bad,Multiple,No,Unknown,Yes,1,"1997, November",Marvel
5106,Gunner MacKay ,Public,Good,Blue,Blond,Male,No,123,"1959, May",DC
5107,Onyx Adams ,Public,Good,Brown,Green,Female,Yes,34,"1985, January",DC
5108,Morla ,Public,Bad,Blue,Black,Female,No,1,"1946, September",Marvel
5109,Buford Hollis ,Secret,Bad,Green,No,Male,No,1,"2009, January",Marvel
5110,Satana Hellstrom ,Non-dual,Bad,Red,Red,Female,Yes,84,"1973, October",Marvel
5111,Linda Olsen Ridge ,Public,Good,Blue,Red,Female,No,24,"1972, November",DC
5112,Zastrow ,Secret,Bad,Brown,No,Male,Yes,31,"1987, August",DC
5113,Hook ,Non-dual,Bad,Red,Bald,Male,Yes,2,"1993, November",Marvel
5114,Voodoo ,Secret,Good,Red,Brown,Male,Yes,1,"1989, November",Marvel
5115,Evangelina Rivera ,Non-dual,Neutral,Brown,Black,Female,No,3,"2003, August",Marvel
5116,Killshot ,Secret,Bad,Red,Red,Male,Yes,2,"2004, February",Marvel
5117,Elijah Cross ,Public,Bad,Brown,Brown,Male,No,4,"2007, May",Marvel
5118,Chosk-Dynn ,Secret,Bad,Brown,Blond,Male,Yes,1,"2010, February",Marvel
5119,Wendy Hunt ,Secret,Good,Blue,White,Female,Yes,5,"1977, March",Marvel
5120,Pillar ,Secret,Bad,White,No,Male,No,1,"2011, July",Marvel
5121,Sela ,Secret,Good,Brown,Black,Unknown,Yes,5,"2002, October",DC
5122,Nebulo ,Public,Bad,No,No,Male,Yes,12,"1968, October",Marvel
5123,Korilla ,Secret,Bad,Yellow,Brown,Male,Yes,2,"1961, June",Marvel
5124,Linbythoum ,Public,Bad,White,Black,Male,Yes,3,"1974, November",Marvel
5125,Sack ,Secret,Bad,Brown,No,Male,No,15,"1995, August",Marvel
5126,Gahad ,Public,Good,Blue,Black,Male,Yes,1,"1998, March",Marvel
5127,Lian Shen ,Secret,Good,Black,Black,Female,Yes,9,"1989, November",Marvel
5128,Troy Goddard ,Secret,Good,Brown,Brown,Male,Yes,6,"2005, June",Marvel
5129,Mira ,Secret,Good,Violet,Brown,Female,Yes,13,"1980, October",Marvel
5130,Hugo Lopez ,Secret,Good,Brown,Black,Male,Yes,1,"1981, January",Marvel
5131,Cybele Sahin ,Secret,Bad,Brown,Black,Female,Yes,3,"2010, April",DC
5132,Graf Toren ,Secret,Good,Brown,Bald,Male,Yes,56,"1993, August",DC
5133,Elinore Stone ,Public,Good,Brown,Black,Female,No,7,"1981, May",DC
5134,Jack Ryder ,Secret,Good,Blue,Black,Male,Yes,188,"1968, April",DC
5135,Hunter ,Public,Good,Brown,Blond,Female,Yes,3,"2012, August",Marvel
5136,Jakuna Singh ,Non-dual,Good,Blue,White,Male,No,6,"1973, February",Marvel
5137,Arkady Rossovich ,Secret,Bad,Red,Blond,Male,No,62,"1992, January",Marvel
5138,Despair ,Secret,Neutral,Grey,Black,Female,Yes,12,"1989, November",DC
5139,Joyce Clayton ,Non-dual,Neutral,Blue,Blond,Female,Yes,1,"1947, September",Marvel
5140,Mind Czar ,Secret,Bad,Brown,Black,Male,Yes,1,"2010, April",DC
5141,Prince Baran ,Public,Bad,Blue,Black,Male,Yes,14,"1989, April",Marvel
5142,Malice ,Secret,Bad,White,Black,Female,Yes,30,"1986, October",Marvel
5143,Valerie Beaudry ,Secret,Bad,Blue,Blond,Female,Yes,16,"1988, April",DC
5144,Minn-Erva ,Public,Bad,Blue,Black,Female,Yes,16,"1977, May",Marvel
5145,Roberto Ruiz ,Secret,Good,Brown,Black,Male,Yes,1,"1994, October",Marvel
5146,Ronald Sweet ,Secret,Bad,Grey,Blond,Male,Yes,7,"1989, October",DC
5147,Doctor Silence ,Non-dual,Bad,Blue,Brown,Male,Yes,2,"1991, August",DC
5148,Kahiri ,Secret,Neutral,Brown,Black,Female,Yes,1,"1989, September",DC
5149,Ayla Prentiss ,Non-dual,Bad,Blue,Blond,Female,Yes,4,"1974, May",Marvel
5150,Matthew Stein ,Secret,Good,Brown,Red,Male,Yes,6,"1985, December",DC
5151,Emily Walker ,Public,Good,Blue,Red,Female,Yes,4,"1988, September",Marvel
5152,John Economos ,Public,Good,Brown,Brown,Male,Yes,29,"1987, May",DC
5153,Warhead ,Secret,Bad,Brown,Black,Male,No,1,"1988, February",DC
5154,Peppo LaRue ,Secret,Bad,Green,Black,Male,Yes,1,"1948, December",Marvel
5155,Ulgen ,Public,Bad,Brown,Blond,Male,Yes,1,"1980, October",Marvel
5156,Dex-Starr ,Public,Bad,Yellow,Blue,Male,Yes,35,"2008, December",DC
5157,Henri LeBeau ,Secret,Neutral,Red,Bald,Male,No,2,"1993, December",Marvel
5158,Svin ,Public,Bad,Blue,White,Female,Yes,1,"1983, October",Marvel
5159,Krang ,Non-dual,Bad,Blue,White,Male,No,3,"1996, December",Marvel
5160,Dana Winters ,Public,Bad,Black,Brown,Female,No,41,"1994, December",DC
5161,Wilhelmina Kensington ,Public,Bad,Blue,Blond,Female,Yes,15,"2011, September",Marvel
5162,Spade Desmond ,Non-dual,Bad,Blue,Grey,Male,Yes,1,"1962, October",Marvel
5163,Doctor Yen ,Public,Bad,Black,Black,Male,Yes,7,"1966, June",Marvel
5164,Robert Takahama ,Secret,Neutral,Brown,Black,Male,No,2,"1997, July",Marvel
5165,Robert Seever ,Non-dual,Good,Yellow,Brown,Male,Yes,2,"2011, October",Marvel
5166,Abira ,Public,Good,Red,Red,Female,Yes,11,"2010, October",Marvel
5167,Gasshga ,Public,Bad,Brown,Blue,Male,Yes,3,"1978, February",Marvel
5168,Helena Bertinelli ,Secret,Good,Blue,Black,Female,Yes,393,"1989, April",DC
5169,Obatala ,Non-dual,Good,Green,Brown,Male,Yes,2,"1990, April",DC
5170,Genevieve Pitt ,Public,Bad,Blue,White,Female,No,2,"1988, November",DC
5171,Number 5 ,Secret,Bad,Yellow,Brown,Unknown,Yes,1,"1941, March",Marvel
5172,Aaron Rosenberg ,Non-dual,Good,Brown,Brown,Male,Yes,3,"2002, December",Marvel
5173,Toto ,Public,Bad,Brown,Grey,Male,No,1,"1953, December",Marvel
5174,Dartagnan ,Secret,Bad,Blue,Red,Male,Yes,1,"1999, July",DC
5175,Infinity ,Non-dual,Bad,Brown,Blond,Male,Yes,4,"1971, February",Marvel
5176,Doctor Castillo ,Secret,Good,Brown,Blond,Female,Yes,4,"2005, December",Marvel
5177,X ,Secret,Bad,Variable,Variable,Unknown,Yes,5,"1961, June",Marvel
5178,Patrick Dugan ,Secret,Good,Blue,Red,Male,Yes,177,"1941, October",DC
5179,Agent 5 ,Secret,Bad,Blue,Brown,Male,Yes,1,"1989, April",Marvel
5180,Miss Gsptlsnz ,Non-dual,Bad,Blue,Red,Female,Yes,1,"1999, July",DC
5181,John Scott ,Public,Good,Brown,White,Male,No,1,"1941, September",Marvel
5182,Wendell Sharpe ,Public,Neutral,Brown,Black,Male,Yes,3,"1996, September",DC
5183,Arnie Gunderson ,Secret,Bad,Blue,Brown,Male,Yes,3,"1990, April",Marvel
5184,Scythe ,Non-dual,Bad,Amber,Brown,Male,Yes,2,"1974, July",Marvel
5185,Fatal Finnegan ,Public,Neutral,Brown,Black,Male,Yes,3,"1963, June",Marvel
5186,Rumble III ,Secret,Bad,Yellow,Black,Male,Yes,3,"2009, September",DC
5187,Johann ,Public,Good,Brown,Brown,Male,Yes,1,"2002, March",Marvel
5188,Obax Majid ,Known to Authorities,Neutral,Brown,Black,Female,Yes,13,"1993, September",Marvel
5189,Jan Maarshall ,Secret,Bad,Blue,Red,Male,Yes,3,"1976, December",Marvel
5190,Arrakhat ,Secret,Bad,Blue,Blond,Male,Yes,6,"2000, July",DC
5191,Buck Cowan ,Non-dual,Good,Blue,Brown,Male,Yes,42,"1972, June",Marvel
5192,Jeremy Wakefield ,Secret,Good,Blue,Blond,Male,Yes,16,"1988, April",DC
5193,Andromeda Strange ,Public,Bad,Blue,Brown,Female,No,4,"1990, January",DC
5194,Jutta ,Secret,Bad,Red,White,Female,Yes,7,"1992, April",Marvel
5195,Domini ,Secret,Good,Blue,Red,Female,Yes,21,"1976, June",Marvel
5196,Celia Penbrook ,Public,Good,Blue,Blond,Female,Yes,26,"1955, September",DC
5197,Penelope II ,Public,Good,Black,Blond,Female,Yes,1,"1994, November",DC
5198,Calyce ,Secret,Good,Brown,Brown,Female,Yes,2,1988,DC
5199,Briscoe ,Secret,Good,Pink,Black,Male,No,16,"1987, May",DC
5200,Dantella ,Non-dual,Neutral,Yellow,Blond,Female,Yes,1,"1994, June",Marvel
5201,Hyllus ,Secret,Good,Brown,Brown,Male,No,1,"2005, July",Marvel
5202,Clark Peter Ross ,Public,Good,Blue,Blond,Male,Yes,16,"1998, November",DC
5203,Vestina ,Secret,Good,Brown,Black,Female,Yes,1,"1999, November",DC
5204,Euboea ,Public,Good,Brown,Black,Female,Yes,30,"1987, November",DC
5205,Emil Gregg ,Secret,Neutral,Black,Blond,Male,Yes,7,"1985, October",Marvel
5206,Gordon Savinski ,Public,Bad,Brown,Black,Male,Yes,3,"1996, August",Marvel
5207,Sheila Marks ,Known to Authorities,Neutral,Black,White,Female,Yes,2,"1980, February",Marvel
5208,Apocalypse Beast ,Secret,Bad,Orange,No,Unknown,Yes,3,"2006, February",Marvel
5209,Govan ,Secret,Good,Blue,White,Male,Yes,1,"2007, January",Marvel
5210,Natasha Irons ,Public,Good,Brown,Black,Female,Yes,99,"1994, February",DC
5211,Phy ,Secret,Good,Green,Brown,Unknown,Yes,2,"1989, June",Marvel
5212,Silencer ,Secret,Bad,Brown,Black,Male,Yes,1,"1998, October",Marvel
5213,Philip Watson ,Secret,Bad,Brown,Blond,Male,Yes,9,"1984, December",Marvel
5214,Robert Drake ,Secret,Good,Brown,Brown,Male,Yes,1265,"1963, September",Marvel
5215,Rachel Keast ,Non-dual,Neutral,Brown,Black,Female,Yes,14,"2003, October",DC
5216,Lucas Maats ,Public,Good,Brown,Brown,Male,No,1,"2009, June",Marvel
5217,Steeley ,Public,Bad,Green,Bald,Male,Yes,1,"1946, July",Marvel
5218,Ramsey ,Non-dual,Bad,Blue,Brown,Male,Yes,5,"1976, December",Marvel
5219,Sporr ,Public,Neutral,Blue,No,Unknown,Yes,2,"1960, September",Marvel
5220,Tumbleweed ,Public,Good,Brown,Grey,Male,Yes,4,"1949, January",Marvel
5221,Cyclone ,Public,Good,Yellow,Black,Male,Yes,95,"1948, March",Marvel
5222,Fatima ,Public,Good,Blue,White,Female,Yes,1,"1990, July",DC
5223,Rott ,Public,Bad,Red,Black,Male,Yes,1,"1992, April",DC
5224,Siegfried Farber ,Non-dual,Bad,Black,Brown,Male,Yes,9,"1965, January",Marvel
5225,Richard Nixon ,Non-dual,Good,White,Red,Male,No,23,"1969, September",Marvel
5226,Mara ,Public,Good,Violet,Blond,Female,Yes,20,"1982, December",DC
5227,Mister Kenneth ,Non-dual,Neutral,Blue,Black,Male,No,2,"2001, November",Marvel
5228,Simon Janson ,Secret,Bad,Black,Black,Male,Yes,2,"1994, November",Marvel
5229,Saint Anna ,Secret,Good,Green,Black,Female,No,4,"2001, August",Marvel
5230,Tascha Pushkin ,Secret,Good,Brown,Brown,Female,Yes,12,"1990, February",DC
5231,June Volper ,Non-dual,Bad,Red,Red,Female,Yes,3,"1974, July",Marvel
5232,Bashenga ,Secret,Bad,Blue,Brown,Male,Yes,3,"1978, January",Marvel
5233,Sajani Jaffrey ,Non-dual,Neutral,Brown,Black,Female,Yes,40,"2011, January",Marvel
5234,Fire Devil ,Public,Bad,Blue,Brown,Unknown,Yes,1,"1983, June",DC
5235,Joe ,Secret,Bad,Blue,Blond,Male,No,3,"2007, July",Marvel
5236,Sun Yat ,Public,Neutral,Blue,White,Male,Yes,1,"1947, December",Marvel
5237,Death Cap ,Secret,Good,Black,Blond,Unknown,Yes,2,"2010, December",DC
5238,Ootah ,Public,Bad,Blue,Black,Unknown,No,2,"1983, March",Marvel
5239,Somon ,Public,Neutral,Brown,Orange,Unknown,Yes,10,"1985, July",Marvel
5240,Crystal Brown ,Public,Good,Green,Brown,Female,Yes,46,"1992, August",DC
5241,Blue Skye ,Secret,Neutral,Brown,Black,Female,Yes,1,"2000, January",Marvel
5242,Reiko ,Public,Bad,Red,Black,Female,Yes,12,"1990, September",Marvel
5243,Zombie ,Secret,Bad,Brown,Red,Male,Yes,20,"1993, January",DC
5244,White Fawn ,Public,Bad,Black,Blond,Female,Yes,4,"1977, December",DC
5245,Solemne Brannex ,Public,Neutral,Brown,Brown,Female,Yes,1,"1995, February",Marvel
5246,Eddie Gunnam ,Public,Neutral,Brown,Red,Male,Yes,4,"2007, August",Marvel
5247,Red Dragon ,Secret,Good,Yellow,Blond,Female,Yes,1,"2007, January",Marvel
5248,Alesandra Taracon ,Public,Neutral,Green,Blond,Female,Yes,2,"2001, December",DC
5249,Frank Werner ,Public,Neutral,Green,Brown,Male,Yes,2,"1952, February",Marvel
5250,Gladiator Giant ,Secret,Good,Red,Blond,Male,Yes,1,"2006, October",DC
5251,Rebecca Barnes ,Public,Bad,Hazel,Red,Female,No,39,"2007, January",Marvel
5252,Peter Merkel ,Secret,Bad,Brown,Red,Male,No,33,"1942, December",DC
5253,Stewart Acheron ,Public,Neutral,Blue,Blond,Male,Yes,11,"2003, December",Marvel
5254,Mercury ,Secret,Good,Photocellular,Bald,Male,Yes,165,"1962, April",DC
5255,Lau ,Public,Bad,Black,Black,Male,Yes,1,"2000, May",Marvel
5256,Brute Bashby ,Secret,Bad,Blue,Brown,Male,Yes,2,"1980, May",Marvel
5257,Mark Raxton ,Public,Good,Hazel,Blond,Male,Yes,67,"1965, September",Marvel
5258,Mark Moonrider ,Secret,Good,Blue,Black,Male,No,51,"1971, March",DC
5259,Grasshopper ,Secret,Good,Blue,Black,Male,No,1,"2007, September",Marvel
5260,Rebel II ,Secret,Bad,Magenta,Bald,Male,Yes,1,"2007, February",DC
5261,Gullywhump ,Secret,Good,Brown,No,Unknown,Yes,3,"1986, February",Marvel
5262,Thomas Asquith Randolph ,Secret,Bad,Blue,Red,Male,No,14,1992,DC
5263,Diane Cummings ,Public,Good,Blue,Blond,Female,Yes,5,"1961, August",Marvel
5264,Neil Langram ,Secret,Good,Blue,Brown,Male,No,1,"1997, February",Marvel
5265,Marla Madison ,Non-dual,Bad,Brown,Brown,Female,No,129,"1976, November",Marvel
5266,Bolo ,Non-dual,Bad,Brown,Bald,Male,No,1,"1940, April",Marvel
5267,Jarrett Parker ,Public,Bad,White,Brown,Male,Yes,2,"1988, March",DC
5268,Marie-Ange Colbert ,Secret,Neutral,Green,Red,Female,No,38,"1984, June",Marvel
5269,Matthew ,Secret,Good,Black,Brown,Male,Yes,1,"1998, February",Marvel
5270,Leonard Snart ,Secret,Neutral,Brown,Brown,Male,Yes,219,"1957, June",DC
5271,Wendy Conrad ,Public,Bad,Blue,Blond,Female,Yes,20,"1983, November",Marvel
5272,Groundswell ,Secret,Bad,Blue,No,Male,Yes,3,"2000, May",DC
5273,Jonas Fugard ,Public,Good,Blue,White,Male,Yes,1,"1988, July",Marvel
5274,Tantalus ,Secret,Bad,Red,No,Male,Yes,8,"1994, February",Marvel
5275,Araman Nila ,Secret,Bad,Blue,Black,Male,Yes,3,"1976, December",Marvel
5276,Thomas Wilkins ,Secret,Bad,Brown,Grey,Male,Yes,6,"1980, July",Marvel
5277,Morris Vance ,Public,Bad,White,Black,Male,Yes,1,"1981, August",Marvel
5278,Don ,Secret,Good,Blue,No,Male,No,7,"1987, May",Marvel
5279,Michiyo Watanabe ,Secret,Good,Brown,Black,Female,Yes,3,"2004, December",Marvel
5280,Samson ,Secret,Bad,Blue,Pink,Male,No,1,"1990, June",Marvel
5281,Hoggscarr ,Secret,Neutral,Black,No,Male,No,1,"2012, December",Marvel
5282,Miles Warren ,Secret,Bad,Yellow,No,Male,No,14,"1978, December",Marvel
5283,Sean Boyle ,Public,Bad,Blue,Black,Male,No,3,"2008, February",Marvel
5284,Pele ,Public,Neutral,Brown,Brown,Female,Yes,4,"2009, October",DC
5285,Kent Nelson ,Secret,Good,Blue,Blond,Male,No,422,"1940, May",DC
5286,Hepzibah ,Public,Bad,Blue,White,Unknown,No,3,"1991, April",Marvel
5287,"Roy Harper, Sr. ",Public,Good,Brown,Blond,Male,No,3,"1943, March",DC
5288,Lianna ,Public,Neutral,Green,Black,Female,Yes,15,"2003, May",DC
5289,Number One ,Secret,Bad,Green,Brown,Male,Yes,2,"1997, April",Marvel
5290,Sylvie Yaqua ,Secret,Bad,Blue,Black,Female,Yes,6,"1992, May",Marvel
5291,Butane ,Secret,Neutral,White,No,Male,Yes,2,"1993, April",Marvel
5292,Karl Kaufman ,Secret,Good,Blue,Brown,Male,No,20,"1968, September",Marvel
5293,Sturky ,Secret,Good,Blue,No,Unknown,Yes,7,"1982, March",Marvel
5294,Julia Koenig ,Secret,Bad,Blue,Black,Female,Yes,33,"1977, May",Marvel
5295,Professor Kreitzer ,Public,Good,Brown,Grey,Male,Yes,2,"1954, December",Marvel
5296,Tenelle ,Secret,Bad,Green,Black,Female,Yes,1,"1991, September",Marvel
5297,Wally Layton ,Non-dual,Good,Grey,Brown,Male,Yes,17,"2012, March",Marvel
5298,Stranger ,Secret,Good,Brown,White,Male,Yes,4,"1993, June",Marvel
5299,Juma ,Public,Neutral,Brown,Bald,Male,Yes,5,"1974, April",Marvel
5300,Jack Williams ,Public,Bad,Brown,Black,Male,Yes,2,"1945, July",Marvel
5301,Katherine Power ,Secret,Good,Blue,Red,Female,Yes,106,"1984, August",Marvel
5302,Phaedra ,Secret,Bad,Blue,Blond,Female,Yes,5,"2008, January",Marvel
5303,Cockroach ,Secret,Good,Brown,Black,Female,No,1,"2011, August",DC
5304,Dima Alekov Kaganitzky ,Secret,Neutral,Blue,Black,Male,No,6,"1994, September",Marvel
5305,Madame Reneau ,Public,Bad,Blue,Black,Female,Yes,4,"1990, November",Marvel
5306,Theodore Scott ,Public,Bad,Brown,Bald,Male,Yes,7,"2006, September",Marvel
5307,Blynde ,Secret,Bad,Blue,Blond,Female,Yes,2,"1993, May",DC
5308,Keniuchio Harada ,Public,Neutral,Brown,Black,Male,No,82,"1974, July",Marvel
5309,Tolteca ,Secret,Bad,Blue,Black,Female,Yes,2,"2002, September",DC
5310,Heimdall ,Secret,Good,Brown,Brown,Male,Yes,1,"1994, October",Marvel
5311,Neptunium ,Public,Bad,Brown,No,Unknown,Yes,1,"1997, November",Marvel
5312,Angela Revere ,Public,Neutral,Green,Black,Female,Yes,14,"1986, June",DC
5313,Michael van Patrick ,Secret,Bad,White,Brown,Male,Yes,6,"2008, February",Marvel
5314,Tank ,Public,Bad,Red,Brown,Male,Yes,1,"1972, June",Marvel
5315,Peter Scholl ,Secret,Bad,Brown,Bald,Male,No,2,"2008, December",Marvel
5316,Greta Hayes ,Secret,Good,Blue,Blond,Female,Yes,84,"1998, June",DC
5317,Puff ,Secret,Neutral,Blue,White,Female,Yes,7,"1985, April",Marvel
5318,Mikhail Rasputin ,Secret,Neutral,Blue,Black,Male,Yes,35,"1992, February",Marvel
5319,Selach ,Public,Neutral,Blue,Black,Male,Yes,7,"2010, November",Marvel
5320,Lambert ,Non-dual,Good,Green,White,Male,Yes,4,"1975, July",Marvel
5321,Yvonne Pariel ,Public,Good,Brown,Black,Female,Yes,10,"2008, August",DC
5322,Sujatmi Sunowaparti ,Secret,Good,Brown,Black,Female,Yes,5,"1994, December",DC
5323,Max Rocker ,Public,Bad,Brown,Brown,Male,Yes,8,"1984, December",Marvel
5324,Hogan adopted daughter ,Non-dual,Neutral,Blue,Blond,Female,Yes,2,"1985, October",Marvel
5325,Bennet Barlow ,Secret,Good,White,No,Male,Yes,1,"1978, February",Marvel
5326,Scarzi Bragg ,Public,Bad,Red,Bald,Male,No,1,"1945, June",Marvel
5327,Benjamin Addison ,Public,Neutral,White,Bald,Male,Yes,2,"2004, August",DC
5328,McAllister ,Public,Good,Brown,Brown,Male,Yes,1,"2007, November",Marvel
5329,Brian Leighton ,Secret,Neutral,Violet,Brown,Male,Yes,2,"2000, April",Marvel
5330,Kathleen Dare ,Non-dual,Bad,Blue,Red,Female,No,22,"1988, August",Marvel
5331,Ginger Beach ,Public,Good,Black,Auburn,Female,Yes,19,"1991, September",Marvel
5332,Dr. Yao ,Public,Neutral,Blue,Black,Male,Yes,6,"1996, July",Marvel
5333,Jeanne Walker ,Public,Good,Blue,Blond,Female,Yes,6,"1961, March",DC
5334,Leonid ,Secret,Good,Blue,Blond,Male,Yes,10,"2010, June",Marvel
5335,Merlin ,Secret,Neutral,Black,White,Male,Yes,92,"1936, February",DC
5336,Alistaire Stuart ,Non-dual,Bad,Variable,Variable,Male,Yes,72,"1989, March",Marvel
5337,Roc ,Secret,Bad,Black,Brown,Male,No,5,"1992, October",Marvel
5338,Scott Lowe ,Public,Bad,Brown,Bald,Male,Yes,7,"2005, August",DC
5339,Robert Wiacek ,Non-dual,Bad,Green,Brown,Male,Yes,1,"1988, October",Marvel
5340,Blake ,Secret,Bad,Blue,Black,Male,No,9,"2009, September",Marvel
5341,Elizabeth Twoyoungmen ,Secret,Good,Brown,Black,Female,Yes,103,"1983, December",Marvel
5342,Peter ,Secret,Good,Black,Black,Male,Yes,4,"1988, October",Marvel
5343,Demitrius ,Secret,Bad,Black,Black,Male,Yes,2,"1971, September",Marvel
5344,Torrak ,Secret,Good,White,No,Male,Yes,2,"1962, July",Marvel
5345,Gus Grim ,Non-dual,Good,Brown,Black,Male,Yes,4,"2011, September",Marvel
5346,Frieda Goren ,Public,Good,Green,Red,Female,Yes,39,"1993, June",DC
5347,Foundry ,Secret,Good,Brown,White,Female,Yes,1,"1994, January",Marvel
5348,Flatiron ,Secret,Good,Brown,Bald,Male,No,2,"2000, March",Marvel
5349,Perun ,Secret,Good,Brown,Brown,Male,Yes,22,"1989, April",Marvel
5350,Karl Mordo ,Secret,Bad,Brown,Black,Male,No,100,"1963, August",Marvel
5351,Angela Golden ,Secret,Bad,Blue,Blond,Female,Yes,10,"1991, August",Marvel
5352,Keith Robert White ,Public,Bad,Brown,Black,Male,Yes,21,"1991, July",DC
5353,Ramiro Xuc ,Non-dual,Bad,Brown,Black,Male,Yes,2,"1976, April",Marvel
5354,Surgeon ,Secret,Bad,Yellow,Black,Male,Yes,1,"1996, September",Marvel
5355,Professor Zorsky ,Public,Bad,White,Black,Male,No,1,"1951, August",Marvel
5356,Kala ,Secret,Bad,Blue,Black,Female,Yes,12,"1963, July",Marvel
